Pre_Phi,Pre_Psi,Post_Phi,Post_Psi
-11.987335,102.99304,-58.081573,-168.52434
-121.40265,-58.81491,-143.52187,-145.65968
3.1279907,159.25922,-118.41239,-118.11205
151.82986,17.989853,151.81885,17.9953
-5.1966553,176.21143,-58.50653,-102.179436
-2.9502563,-163.45552,176.3739,-109.49976
9.685501,4.028183,9.685242,4.028778
4.5844116,107.57733,151.03705,-169.56265
-31.394455,148.4234,-31.392944,148.42474
9.84613,145.50427,-101.27047,-123.52525
-137.75693,174.182,-81.87102,-125.179695
-5.335724,79.85596,-62.971077,7.8878326
7.632477,-34.415924,-21.79538,1.4310913
-162.50208,-16.76297,-115.53103,-13.03595
-46.701202,-58.882095,-74.477165,2.1102142
10.66922,0.7372589,-110.10036,-133.22191
-128.8802,-156.98001,-128.88254,-156.97734
-30.512024,20.074112,-101.60336,132.20654
-134.26122,149.44543,-134.256,149.44406
-11.910934,155.3659,-165.3874,-149.73157
-116.6069,33.40396,-116.60802,33.401215
37.570404,9.465454,37.56842,9.471039
176.54434,-14.856369,-147.12418,-129.16649
68.14108,10.733185,68.14691,10.739609
43.140625,176.02936,158.69543,167.80515
-89.190285,-173.41597,-118.96149,-104.27489
10.574142,-8.331467,-68.116585,-55.699036
30.683228,-139.72032,81.82254,-35.12326
51.133804,28.478668,51.134155,28.477386
126.647095,172.13245,126.606476,172.0951
-18.44522,-87.6473,-131.71684,-120.868034
49.95578,41.44281,81.61392,38.49951
-119.428345,157.43738,-110.86881,-137.15645
27.466232,175.707,-161.39111,-148.10179
-5.316574,-46.47519,-5.316681,-46.472855
-28.799149,163.03564,167.10553,108.12442
-10.772232,7.7598114,-98.80064,-111.86662
-160.0666,-49.85634,-165.278,-165.70424
-14.2161255,98.02078,-82.732735,58.456833
-26.419281,-25.292435,-130.53336,-78.85551
-101.12891,85.29828,23.456512,20.568146
-130.6477,-72.095665,-84.80881,-119.44178
12.90239,-78.11806,-156.38063,-46.794235
-34.17633,102.59924,-8.358475,-10.336639
31.524628,-24.326645,143.87946,8.229248
-2.7884064,-3.0543976,-2.7902374,-3.0490723
19.516312,58.971207,19.516098,58.96898
-35.542664,-23.290863,-112.746284,-155.7593
-75.09233,57.837143,-102.26307,-152.83879
25.581024,-24.285034,25.583023,-24.288925
-178.34177,-62.68747,-128.8097,-132.40347
-35.230316,137.8945,-164.26465,-155.17224
-41.191437,-21.967041,-41.196808,-21.95996
2.024643,-35.810608,-157.27002,-117.7996
10.705292,33.856277,-41.411972,-5.7026825
5.8986664,161.1554,-96.42463,-115.05176
-12.3116455,-125.85642,-157.8581,-177.38791
11.787308,-142.3806,-141.81706,129.75543
-40.71106,42.978653,-60.33394,-124.83316
-126.27227,-134.08566,-168.14476,-161.27205
-13.615585,-160.0152,-168.25436,48.169968
-22.644547,-164.94342,1.9431763,8.443466
-44.23587,113.94278,-36.467377,33.8806
-32.021484,43.364304,-56.075836,-101.76705
-74.69685,51.55536,0.13078308,112.084595
-32.511566,107.57037,-128.83405,-153.06544
-29.455322,146.86993,-132.12595,-167.69725
131.7464,62.900543,133.13513,171.17786
-174.26636,-172.5639,-153.6206,-94.22344
-32.383835,114.76605,-170.47052,156.68774
7.8200684,-30.233582,17.0065,-73.56715
154.12909,1.4157257,154.13293,1.4220123
-56.21579,31.003784,-56.223846,30.994293
-140.85388,-171.89159,-103.19409,30.755417
-12.517166,-163.48766,-57.332123,-26.630112
-61.52922,-126.20159,-131.64339,166.88135
-59.182846,-76.607666,-73.327965,6.0229797
9.46228,-111.38542,-70.381424,-121.901344
8.177353,65.35733,-22.875122,31.392563
-34.885376,-133.9885,-173.52068,169.53992
23.64209,-76.36592,177.7002,-119.626305
101.94385,-52.59221,-79.153595,-107.26037
115.40503,14.121338,115.47574,14.1245575
83.66156,-114.39293,119.72458,-29.466965
75.16142,170.17242,-176.00864,-91.93048
9.901474,-68.0321,-72.07529,-120.66493
-167.76646,-105.35123,-167.76598,-105.348236
97.960144,12.577438,-135.69943,-147.43353
-137.27525,-155.29129,-122.03821,-144.84325
-46.98761,-10.266052,143.16571,131.8642
-42.832764,-68.35336,170.30765,162.59729
-10.728989,69.922806,-151.61209,-145.22815
8.399292,127.578125,-104.09583,38.384613
101.27948,82.37799,128.33698,157.9685
-10.084869,-13.815521,-10.085037,-13.815186
-77.81656,-158.91069,-77.81618,-158.91191
-3.0647888,-106.68168,-110.34385,-72.03559
154.82013,47.792557,-68.38017,-17.123413
-112.68321,113.45123,-125.25856,-124.005325
2.7462006,148.30756,2.7457886,148.30914
108.481476,149.34006,153.39322,-173.60567
158.6228,94.841736,158.62515,94.84439
14.68335,143.978,-106.57133,-135.51009
-30.052032,178.40851,-30.05426,178.41034
159.86389,130.55664,-123.61363,-133.92567
-81.88341,-169.89536,-174.15501,177.00677
-116.185265,-163.05046,-116.306625,-163.05641
-159.2334,-112.368004,-134.36504,-100.418594
-11.941177,82.792816,-165.80855,-116.458
-82.40608,-134.82472,-150.154,-173.04414
-73.576065,62.143448,123.85687,-55.805984
36.50107,132.43744,147.68933,174.10324
-20.268372,158.04016,-6.0760345,-151.11694
94.90451,10.203857,94.67468,9.967575
-9.273575,148.97296,-51.607544,-106.0864
-146.19736,-7.1806946,-73.2685,-107.001274
160.70084,107.1781,-162.13289,-161.77827
4.916153,-105.85019,-148.12956,129.37408
0.38275146,137.51541,-112.85319,-144.82748
9.78392,-161.98639,-136.29565,-137.116
160.27386,-42.093353,-126.03695,-136.5054
64.95331,48.728928,-117.65608,-38.334885
-14.172256,-5.5491943,-97.74804,74.506836
-91.20266,-67.78671,-91.25251,-67.786415
21.003067,132.07013,33.06633,-112.46455
78.6239,-66.73829,135.0033,-7.8248444
-17.90393,39.82321,164.69138,-4.0957184
-13.978287,141.448,-118.20555,58.50612
-38.648758,37.687927,-103.21164,-157.90434
-127.13947,-133.43704,-92.93466,-1.945282
-164.81732,-85.48203,174.06317,-78.27046
-146.43266,-76.49679,-100.5744,175.4863
-45.663727,-151.78357,-157.99857,166.47269
94.6644,14.10231,-172.80594,-63.869476
3.94516,-6.098053,-172.31998,-78.65847
69.817535,-34.220505,130.8388,-44.58371
174.40561,-11.094284,174.40918,-11.09108
-109.84236,8.919144,-109.841866,8.919098
-18.622818,43.39081,-93.77086,25.463501
74.920074,105.76425,-5.450485,-7.5733643
172.89435,140.8905,-121.33177,-151.96367
-0.49217224,-87.55467,-124.22544,-53.66867
40.715744,-102.302284,-117.51998,-102.212265
-12.911331,87.445435,140.3183,-179.14513
52.054596,-138.59935,-159.94693,-75.042786
49.420273,7.077484,-179.18076,-90.02912
-25.796585,-88.44267,173.28079,-171.14351
-9.989349,1.6940308,-73.35695,-124.78504
63.90454,-130.62564,111.07892,-26.815048
91.09424,119.95621,-110.5608,-134.5266
-133.54456,-54.0336,-133.54037,-54.030487
-15.45343,-101.285225,-67.54386,-94.11386
32.748077,-62.529404,146.84378,-52.276817
